Longitude,Latitude,DistanceToPetrol,DistanceToEV,PetrolDistanceBin,EVDistanceBin
125.537,-24.138,609.0,288.0,4,4
125.537,-23.638,606.0,264.0,4,4
125.537,-23.138,550.0,250.0,4,4
125.537,-22.638,494.0,249.0,4,4
125.537,-22.138,439.0,259.0,4,4
125.537,-21.638,383.0,281.0,4,4
125.537,-21.138,327.0,283.0,4,4
125.537,-20.638,272.0,233.0,4,4
125.537,-20.138,216.0,186.0,4,4
125.537,-19.638,160.0,145.0,4,4
125.537,-19.138,105.0,103.0,4,4
125.537,-18.638,49.0,48.0,2,2
125.537,-18.138,7.0,6.0,1,1
125.537,-17.638,62.0,60.0,3,3
125.537,-17.138,118.0,116.0,4,4
125.537,-16.638,174.0,172.0,4,4
125.537,-16.138,229.0,227.0,4,4
125.537,-15.638,282.0,282.0,4,4
125.537,-15.138,290.0,309.0,4,4
125.537,-14.638,302.0,323.0,4,4
126.037,-32.138,13.0,13.0,2,2
126.037,-31.638,45.0,45.0,2,2
126.037,-31.138,100.0,100.0,3,3
126.037,-30.638,156.0,156.0,4,4
126.037,-30.138,212.0,212.0,4,4
126.037,-29.638,267.0,267.0,4,4
126.037,-29.138,323.0,323.0,4,4
126.037,-28.638,379.0,379.0,4,4
126.037,-28.138,408.0,433.0,4,4
126.037,-27.638,419.0,487.0,4,4
126.037,-27.138,437.0,518.0,4,4
126.037,-26.638,461.0,467.0,4,4
126.037,-26.138,490.0,417.0,4,4
126.037,-25.638,524.0,368.0,4,4
126.037,-25.138,551.0,322.0,4,4
126.037,-24.638,555.0,279.0,4,4
126.037,-24.138,565.0,242.0,4,4
126.037,-23.638,580.0,213.0,4,4
126.037,-23.138,552.0,195.0,4,4
126.037,-22.638,497.0,193.0,4,4
126.037,-22.138,442.0,207.0,4,4
126.037,-21.638,386.0,233.0,4,4
126.037,-21.138,331.0,266.0,4,4
126.037,-20.638,277.0,212.0,4,4
126.037,-20.138,222.0,159.0,4,4
126.037,-19.638,169.0,109.0,4,4
126.037,-19.138,117.0,67.0,4,3
126.037,-18.638,72.0,59.0,3,3
126.037,-18.138,53.0,51.0,3,3
126.037,-17.638,81.0,80.0,3,3
126.037,-17.138,129.0,127.0,4,4
126.037,-16.638,181.0,179.0,4,4
126.037,-16.138,235.0,233.0,4,4
126.037,-15.638,232.0,250.0,4,4
126.037,-15.138,235.0,255.0,4,4
126.037,-14.638,250.0,271.0,4,4
126.537,-32.138,50.0,50.0,2,2
126.537,-31.638,61.0,61.0,3,3
126.537,-31.138,100.0,100.0,3,3
126.537,-30.638,150.0,150.0,4,4
126.537,-30.138,203.0,203.0,4,4
126.537,-29.638,257.0,257.0,4,4
126.537,-29.138,312.0,312.0,4,4
126.537,-28.638,367.0,367.0,4,4
126.537,-28.138,422.0,422.0,4,4
126.537,-27.638,473.0,477.0,4,4
126.537,-27.138,489.0,500.0,4,4
126.537,-26.638,511.0,447.0,4,4
126.537,-26.138,506.0,394.0,4,4
126.537,-25.638,498.0,342.0,4,4
126.537,-25.138,496.0,292.0,4,4
126.537,-24.638,500.0,244.0,4,4
126.537,-24.138,511.0,201.0,4,4
126.537,-23.638,527.0,164.0,4,4
126.537,-23.138,548.0,141.0,4,4
126.537,-22.638,506.0,138.0,4,4
126.537,-22.138,452.0,156.0,4,4
126.537,-21.638,398.0,190.0,4,4
126.537,-21.138,345.0,232.0,4,4
126.537,-20.638,292.0,205.0,4,4
126.537,-20.138,241.0,149.0,4,4
126.537,-19.638,193.0,93.0,4,3
126.537,-19.138,150.0,38.0,4,2
126.537,-18.638,118.0,18.0,4,2
126.537,-18.138,108.0,74.0,4,3
126.537,-17.638,125.0,124.0,4,4
126.537,-17.138,160.0,158.0,4,4
126.537,-16.638,204.0,192.0,4,4
126.537,-16.138,190.0,203.0,4,4
126.537,-15.638,177.0,194.0,4,4
126.537,-15.138,180.0,201.0,4,4
126.537,-14.638,199.0,221.0,4,4
127.037,-32.138,27.0,27.0,2,2
127.037,-31.638,29.0,29.0,2,2
127.037,-31.138,85.0,85.0,3,3
127.037,-30.638,140.0,140.0,4,4
127.037,-30.138,196.0,196.0,4,4
127.037,-29.638,252.0,252.0,4,4
127.037,-29.138,307.0,307.0,4,4
127.037,-28.638,363.0,363.0,4,4
127.037,-28.138,419.0,419.0,4,4
127.037,-27.638,474.0,474.0,4,4
127.037,-27.138,488.0,488.0,4,4
127.037,-26.638,467.0,433.0,4,4
127.037,-26.138,451.0,378.0,4,4
127.037,-25.638,442.0,324.0,4,4
127.037,-25.138,440.0,271.0,4,4
127.037,-24.638,445.0,218.0,4,4
127.037,-24.138,457.0,168.0,4,4
127.037,-23.638,475.0,122.0,4,4
127.037,-23.138,498.0,88.0,4,3
127.037,-22.638,496.0,83.0,4,3
127.037,-22.138,441.0,111.0,4,4
127.037,-21.638,386.0,154.0,4,4
127.037,-21.138,332.0,204.0,4,4
127.037,-20.638,278.0,212.0,4,4
127.037,-20.138,224.0,159.0,4,4
127.037,-19.638,172.0,109.0,4,4
127.037,-19.138,124.0,67.0,4,3
127.037,-18.638,84.0,58.0,3,3
127.037,-18.138,71.0,71.0,3,3
127.037,-17.638,96.0,96.0,3,3
127.037,-17.138,140.0,132.0,4,4
127.037,-16.638,176.0,138.0,4,4
127.037,-16.138,140.0,151.0,4,4
127.037,-15.638,121.0,138.0,4,4
127.037,-15.138,126.0,147.0,4,4
127.037,-14.638,153.0,175.0,4,4
127.037,-14.138,192.0,213.0,4,4
127.537,-32.138,63.0,63.0,3,3
127.537,-31.638,65.0,64.0,3,3
127.537,-31.138,102.0,102.0,4,4
127.537,-30.638,152.0,152.0,4,4
127.537,-30.138,204.0,202.0,4,4
127.537,-29.638,258.0,254.0,4,4
127.537,-29.138,313.0,308.0,4,4
127.537,-28.638,368.0,362.0,4,4
127.537,-28.138,422.0,417.0,4,4
127.537,-27.638,468.0,472.0,4,4
127.537,-27.138,439.0,482.0,4,4
127.537,-26.638,415.0,426.0,4,4
127.537,-26.138,397.0,370.0,4,4
127.537,-25.638,387.0,315.0,4,4
127.537,-25.138,385.0,259.0,4,4
127.537,-24.638,390.0,204.0,4,4
127.537,-24.138,404.0,149.0,4,4
127.537,-23.638,424.0,95.0,4,3
127.537,-23.138,450.0,44.0,4,2
127.537,-22.638,477.0,32.0,4,2
127.537,-22.138,436.0,80.0,4,3
127.537,-21.638,380.0,134.0,4,4
127.537,-21.138,325.0,189.0,4,4
127.537,-20.638,269.0,233.0,4,4
127.537,-20.138,214.0,186.0,4,4
127.537,-19.638,158.0,145.0,4,4
127.537,-19.138,103.0,103.0,4,4
127.537,-18.638,48.0,48.0,2,2
127.537,-18.138,17.0,17.0,2,2
127.537,-17.638,67.0,67.0,3,3
127.537,-17.138,122.0,77.0,4,3
127.537,-16.638,144.0,87.0,4,3
127.537,-16.138,97.0,102.0,3,4
127.537,-15.638,67.0,83.0,3,3
127.537,-15.138,75.0,97.0,3,3
127.537,-14.638,114.0,135.0,4,4
127.537,-14.138,163.0,182.0,4,4
128.037,-31.638,94.0,29.0,3,2
128.037,-31.138,112.0,78.0,4,3
128.037,-30.638,149.0,133.0,4,4
128.037,-30.138,196.0,188.0,4,4
128.037,-29.638,246.0,244.0,4,4
128.037,-29.138,298.0,298.0,4,4
128.037,-28.638,351.0,351.0,4,4
128.037,-28.138,404.0,404.0,4,4
128.037,-27.638,423.0,458.0,4,4
128.037,-27.138,391.0,482.0,4,4
128.037,-26.638,364.0,426.0,4,4
128.037,-26.138,344.0,371.0,4,4
128.037,-25.638,332.0,315.0,4,4
128.037,-25.138,329.0,260.0,4,4
128.037,-24.638,336.0,205.0,4,4
128.037,-24.138,351.0,150.0,4,4
128.037,-23.638,374.0,96.0,4,3
128.037,-23.138,404.0,47.0,4,2
128.037,-22.638,426.0,36.0,4,2
128.037,-22.138,438.0,82.0,4,3
128.037,-21.638,382.0,135.0,4,4
128.037,-21.138,327.0,190.0,4,4
128.037,-20.638,272.0,245.0,4,4
128.037,-20.138,217.0,217.0,4,4
128.037,-19.638,163.0,163.0,4,4
128.037,-19.138,110.0,110.0,4,4
128.037,-18.638,61.0,61.0,3,3
128.037,-18.138,42.0,42.0,2,2
128.037,-17.638,77.0,72.0,3,3
128.037,-17.138,128.0,24.0,4,2
128.037,-16.638,121.0,47.0,4,2
128.037,-16.138,73.0,66.0,3,3
128.037,-15.638,19.0,27.0,2,2
128.037,-15.138,39.0,58.0,2,3
128.037,-14.638,95.0,110.0,3,4
128.537,-31.638,39.0,39.0,2,2
128.537,-31.138,71.0,71.0,3,3
128.537,-30.638,122.0,122.0,4,4
128.537,-30.138,175.0,175.0,4,4
128.537,-29.638,229.0,229.0,4,4
128.537,-29.138,283.0,283.0,4,4
128.537,-28.638,338.0,338.0,4,4
128.537,-28.138,393.0,393.0,4,4
128.537,-27.638,382.0,448.0,4,4
128.537,-27.138,345.0,488.0,4,4
128.537,-26.638,314.0,434.0,4,4
128.537,-26.138,291.0,379.0,4,4
128.537,-25.638,277.0,325.0,4,4
128.537,-25.138,273.0,272.0,4,4
128.537,-24.638,281.0,220.0,4,4
128.537,-24.138,299.0,170.0,4,4
128.537,-23.638,326.0,125.0,4,4
128.537,-23.138,353.0,93.0,4,3
128.537,-22.638,377.0,88.0,4,3
128.537,-22.138,406.0,115.0,4,4
128.537,-21.638,392.0,157.0,4,4
128.537,-21.138,338.0,206.0,4,4
128.537,-20.638,285.0,258.0,4,4
128.537,-20.138,234.0,234.0,4,4
128.537,-19.638,184.0,184.0,4,4
128.537,-19.138,140.0,140.0,4,4
128.537,-18.638,107.0,107.0,4,4
128.537,-18.138,97.0,97.0,3,3
128.537,-17.638,116.0,78.0,4,3
128.537,-17.138,151.0,38.0,4,2
128.537,-16.638,97.0,55.0,3,3
128.537,-16.138,44.0,46.0,2,2
128.537,-15.638,25.0,26.0,2,2
128.537,-15.138,61.0,59.0,3,3
129.037,-31.638,4.0,4.0,0,0
129.037,-31.138,56.0,56.0,3,3
129.037,-30.638,111.0,111.0,4,4
129.037,-30.138,167.0,167.0,4,4
129.037,-29.638,223.0,223.0,4,4
129.037,-29.138,278.0,278.0,4,4
129.037,-28.638,334.0,334.0,4,4
129.037,-28.138,389.0,390.0,4,4
129.037,-27.638,344.0,445.0,4,4
129.037,-27.138,303.0,501.0,4,4
129.037,-26.638,267.0,448.0,4,4
129.037,-26.138,239.0,396.0,4,4
129.037,-25.638,222.0,344.0,4,4
129.037,-25.138,218.0,295.0,4,4
129.037,-24.638,228.0,247.0,4,4
129.037,-24.138,250.0,204.0,4,4
129.037,-23.638,281.0,169.0,4,4
129.037,-23.138,302.0,146.0,4,4
129.037,-22.638,329.0,143.0,4,4
129.037,-22.138,362.0,161.0,4,4
129.037,-21.638,401.0,193.0,4,4
129.037,-21.138,358.0,235.0,4,4
129.037,-20.638,309.0,281.0,4,4
129.037,-20.138,262.0,262.0,4,4
129.037,-19.638,219.0,219.0,4,4
129.037,-19.138,183.0,183.0,4,4
129.037,-18.638,159.0,159.0,4,4
129.037,-18.138,152.0,152.0,4,4
129.037,-17.638,165.0,114.0,4,4
129.037,-17.138,152.0,92.0,4,3
129.037,-16.638,98.0,100.0,3,3
129.037,-16.138,49.0,52.0,2,3
129.037,-15.638,35.0,37.0,2,2
129.037,-15.138,79.0,78.0,3,3
129.537,-31.638,59.0,59.0,3,3
129.537,-31.138,81.0,81.0,3,3
129.537,-30.638,126.0,126.0,4,4
129.537,-30.138,177.0,177.0,4,4
129.537,-29.638,230.0,231.0,4,4
129.537,-29.138,285.0,285.0,4,4
129.537,-28.638,339.0,339.0,4,4
129.537,-28.138,361.0,394.0,4,4
129.537,-27.638,312.0,449.0,4,4
129.537,-27.138,266.0,455.0,4,4
129.537,-26.638,224.0,461.0,4,4
129.537,-26.138,190.0,419.0,4,4
129.537,-25.638,168.0,371.0,4,4
129.537,-25.138,162.0,325.0,4,4
129.537,-24.638,175.0,283.0,4,4
129.537,-24.138,203.0,246.0,4,4
129.537,-23.638,230.0,217.0,4,4
129.537,-23.138,252.0,201.0,4,4
129.537,-22.638,284.0,198.0,4,4
129.537,-22.138,322.0,211.0,4,4
129.537,-21.638,365.0,237.0,4,4
129.537,-21.138,385.0,272.0,4,4
129.537,-20.638,340.0,313.0,4,4
129.537,-20.138,297.0,297.0,4,4
129.537,-19.638,261.0,261.0,4,4
129.537,-19.138,231.0,231.0,4,4
129.537,-18.638,213.0,213.0,4,4
129.537,-18.138,208.0,193.0,4,4
129.537,-17.638,218.0,162.0,4,4
129.537,-17.138,172.0,147.0,4,4
129.537,-16.638,127.0,130.0,4,4
129.537,-16.138,94.0,97.0,3,3
129.537,-15.638,88.0,90.0,3,3
129.537,-15.138,113.0,114.0,4,4
129.537,-14.138,201.0,203.0,4,4
130.037,-31.638,98.0,98.0,3,3
130.037,-31.138,102.0,102.0,4,4
130.037,-30.638,132.0,132.0,4,4
130.037,-30.138,175.0,175.0,4,4
130.037,-29.638,223.0,223.0,4,4
130.037,-29.138,275.0,275.0,4,4
130.037,-28.638,327.0,327.0,4,4
130.037,-28.138,340.0,381.0,4,4
130.037,-27.638,287.0,401.0,4,4
130.037,-27.138,236.0,400.0,4,4
130.037,-26.638,188.0,406.0,4,4
130.037,-26.138,146.0,420.0,4,4
130.037,-25.638,115.0,403.0,4,4
130.037,-25.138,107.0,362.0,4,4
130.037,-24.638,125.0,324.0,4,4
130.037,-24.138,162.0,293.0,4,4
130.037,-23.638,178.0,269.0,4,4
130.037,-23.138,206.0,256.0,4,4
130.037,-22.638,243.0,254.0,4,4
130.037,-22.138,287.0,264.0,4,4
130.037,-21.638,334.0,285.0,4,4
130.037,-21.138,383.0,315.0,4,4
130.037,-20.638,376.0,351.0,4,4
130.037,-20.138,339.0,339.0,4,4
130.037,-19.638,307.0,307.0,4,4
130.037,-19.138,282.0,282.0,4,4
130.037,-18.638,267.0,267.0,4,4
130.037,-18.138,263.0,238.0,4,4
130.037,-17.638,249.0,214.0,4,4
130.037,-17.138,206.0,203.0,4,4
130.037,-16.638,166.0,173.0,4,4
130.037,-16.138,135.0,150.0,4,4
130.037,-15.638,121.0,145.0,4,4
130.037,-15.138,133.0,161.0,4,4
130.037,-14.638,163.0,192.0,4,4
130.037,-14.138,155.0,207.0,4,4
130.037,-13.638,127.0,159.0,4,4
130.537,-31.138,53.0,53.0,3,3
130.537,-30.638,99.0,99.0,3,3
130.537,-30.138,151.0,151.0,4,4
130.537,-29.638,206.0,206.0,4,4
130.537,-29.138,260.0,260.0,4,4
130.537,-28.638,316.0,316.0,4,4
130.537,-28.138,327.0,356.0,4,4
130.537,-27.638,272.0,346.0,4,4
130.537,-27.138,217.0,344.0,4,4
130.537,-26.638,164.0,351.0,4,4
130.537,-26.138,112.0,367.0,4,4
130.537,-25.638,67.0,390.0,3,4
130.537,-25.138,52.0,402.0,3,4
130.537,-24.638,84.0,369.0,3,4
130.537,-24.138,109.0,342.0,4,4
130.537,-23.638,128.0,322.0,4,4
130.537,-23.138,165.0,311.0,4,4
130.537,-22.638,210.0,309.0,4,4
130.537,-22.138,259.0,318.0,4,4
130.537,-21.638,310.0,336.0,4,4
130.537,-21.138,339.0,361.0,4,4
130.537,-20.638,361.0,393.0,4,4
130.537,-20.138,384.0,384.0,4,4
130.537,-19.638,356.0,356.0,4,4
130.537,-19.138,335.0,335.0,4,4
130.537,-18.638,322.0,315.0,4,4
130.537,-18.138,288.0,287.0,4,4
130.537,-17.638,234.0,267.0,4,4
130.537,-17.138,182.0,251.0,4,4
130.537,-16.638,131.0,222.0,4,4
130.537,-16.138,88.0,204.0,3,4
130.537,-15.638,66.0,201.0,3,4
130.537,-15.138,85.0,212.0,3,4
130.537,-14.638,127.0,237.0,4,4
130.537,-14.138,118.0,190.0,4,4
130.537,-13.638,77.0,135.0,3,4
130.537,-13.138,55.0,83.0,3,3
130.537,-11.638,90.0,90.0,3,3
131.037,-31.138,38.0,38.0,2,2
131.037,-30.638,92.0,92.0,3,3
131.037,-30.138,147.0,147.0,4,4
131.037,-29.638,202.0,202.0,4,4
131.037,-29.138,258.0,258.0,4,4
131.037,-28.638,313.0,313.0,4,4
131.037,-28.138,302.0,302.0,4,4
131.037,-27.638,267.0,290.0,4,4
131.037,-27.138,211.0,288.0,4,4
131.037,-26.638,156.0,297.0,4,4
131.037,-26.138,100.0,316.0,3,4
131.037,-25.638,45.0,342.0,2,4
131.037,-25.138,13.0,355.0,2,4
131.037,-24.638,67.0,333.0,3,4
131.037,-24.138,54.0,320.0,3,4
131.037,-23.638,86.0,316.0,3,4
131.037,-23.138,135.0,322.0,4,4
131.037,-22.638,187.0,338.0,4,4
131.037,-22.138,241.0,361.0,4,4
131.037,-21.638,271.0,387.0,4,4
131.037,-21.138,287.0,410.0,4,4
131.037,-20.638,313.0,438.0,4,4
131.037,-20.138,346.0,431.0,4,4
131.037,-19.638,340.0,406.0,4,4
131.037,-19.138,320.0,388.0,4,4
131.037,-18.638,304.0,362.0,4,4
131.037,-18.138,281.0,338.0,4,4
131.037,-17.638,225.0,321.0,4,4
131.037,-17.138,170.0,297.0,4,4
131.037,-16.638,114.0,273.0,4,4
131.037,-16.138,59.0,259.0,3,4
131.037,-15.638,10.0,256.0,1,4
131.037,-15.138,54.0,265.0,3,4
131.037,-14.638,109.0,244.0,4,4
131.037,-14.138,95.0,188.0,3,4
131.037,-13.638,45.0,133.0,2,4
131.037,-13.138,10.0,79.0,1,3
131.037,-12.638,7.0,30.0,1,2
131.037,-11.638,83.0,84.0,3,3
131.537,-31.638,74.0,74.0,3,3
131.537,-31.138,79.0,79.0,3,3
131.537,-30.638,115.0,115.0,4,4
131.537,-30.138,163.0,163.0,4,4
131.537,-29.638,214.0,214.0,4,4
131.537,-29.138,267.0,267.0,4,4
131.537,-28.638,276.0,276.0,4,4
131.537,-28.138,250.0,250.0,4,4
131.537,-27.638,235.0,235.0,4,4
131.537,-27.138,220.0,233.0,4,4
131.537,-26.638,167.0,244.0,4,4
131.537,-26.138,117.0,266.0,4,4
131.537,-25.638,75.0,297.0,3,4
131.537,-25.138,62.0,306.0,3,4
131.537,-24.638,43.0,281.0,2,4
131.537,-24.138,13.0,265.0,2,4
131.537,-23.638,68.0,261.0,3,4
131.537,-23.138,124.0,268.0,4,4
131.537,-22.638,180.0,286.0,4,4
131.537,-22.138,209.0,313.0,4,4
131.537,-21.638,216.0,347.0,4,4
131.537,-21.138,237.0,386.0,4,4
131.537,-20.638,267.0,429.0,4,4
131.537,-20.138,300.0,474.0,4,4
131.537,-19.638,291.0,458.0,4,4
131.537,-19.138,267.0,438.0,4,4
131.537,-18.638,254.0,411.0,4,4
131.537,-18.138,233.0,390.0,4,4
131.537,-17.638,224.0,374.0,4,4
131.537,-17.138,175.0,346.0,4,4
131.537,-16.638,123.0,326.0,4,4
131.537,-16.138,74.0,314.0,3,4
131.537,-15.638,46.0,312.0,2,4
131.537,-15.138,70.0,308.0,3,4
131.537,-14.638,82.0,255.0,3,4
131.537,-14.138,48.0,203.0,2,4
131.537,-13.638,39.0,153.0,2,4
131.537,-13.138,49.0,109.0,2,4
131.537,-12.638,46.0,76.0,2,3
132.037,-31.638,113.0,113.0,4,4
132.037,-31.138,132.0,132.0,4,4
132.037,-30.638,156.0,156.0,4,4
132.037,-30.138,194.0,194.0,4,4
132.037,-29.638,238.0,238.0,4,4
132.037,-29.138,263.0,270.0,4,4
132.037,-28.638,231.0,231.0,4,4
132.037,-28.138,199.0,199.0,4,4
132.037,-27.638,180.0,180.0,4,4
132.037,-27.138,177.0,177.0,4,4
132.037,-26.638,191.0,191.0,4,4
132.037,-26.138,154.0,219.0,4,4
132.037,-25.638,125.0,256.0,4,4
132.037,-25.138,115.0,260.0,4,4
132.037,-24.638,73.0,230.0,3,4
132.037,-24.138,60.0,211.0,3,4
132.037,-23.638,90.0,205.0,3,4
132.037,-23.138,137.0,214.0,4,4
132.037,-22.638,164.0,237.0,4,4
132.037,-22.138,154.0,269.0,4,4
132.037,-21.638,163.0,308.0,4,4
132.037,-21.138,189.0,351.0,4,4
132.037,-20.638,226.0,398.0,4,4
132.037,-20.138,245.0,446.0,4,4
132.037,-19.638,239.0,496.0,4,4
132.037,-19.138,216.0,486.0,4,4
132.037,-18.638,199.0,462.0,4,4
132.037,-18.138,180.0,443.0,4,4
132.037,-17.638,168.0,421.0,4,4
132.037,-17.138,161.0,397.0,4,4
132.037,-16.638,152.0,379.0,4,4
132.037,-16.138,117.0,369.0,4,4
132.037,-15.638,101.0,367.0,4,4
132.037,-15.138,77.0,327.0,3,4
132.037,-14.638,30.0,277.0,2,4
132.037,-14.138,41.0,230.0,2,4
132.037,-13.638,31.0,187.0,2,4
132.037,-13.138,71.0,151.0,3,4
132.037,-12.638,49.0,130.0,2,4
132.537,-31.638,62.0,62.0,3,3
132.537,-31.138,103.0,102.0,4,4
132.537,-30.638,153.0,153.0,4,4
132.537,-30.138,206.0,206.0,4,4
132.537,-29.638,256.0,260.0,4,4
132.537,-29.138,218.0,237.0,4,4
132.537,-28.638,188.0,192.0,4,4
132.537,-28.138,152.0,152.0,4,4
132.537,-27.638,126.0,126.0,4,4
132.537,-27.138,122.0,122.0,4,4
132.537,-26.638,142.0,142.0,4,4
132.537,-26.138,128.0,177.0,4,4
132.537,-25.638,89.0,221.0,3,4
132.537,-25.138,74.0,219.0,3,4
132.537,-24.638,97.0,182.0,3,4
132.537,-24.138,115.0,157.0,4,4
132.537,-23.638,133.0,150.0,4,4
132.537,-23.138,149.0,162.0,4,4
132.537,-22.638,113.0,190.0,4,4
132.537,-22.138,98.0,229.0,3,4
132.537,-21.638,112.0,274.0,4,4
132.537,-21.138,148.0,322.0,4,4
132.537,-20.638,188.0,372.0,4,4
132.537,-20.138,192.0,423.0,4,4
132.537,-19.638,184.0,476.0,4,4
132.537,-19.138,167.0,529.0,4,4
132.537,-18.638,145.0,514.0,4,4
132.537,-18.138,130.0,497.0,4,4
132.537,-17.638,112.0,471.0,4,4
132.537,-17.138,110.0,449.0,4,4
132.537,-16.638,98.0,433.0,3,4
132.537,-16.138,96.0,425.0,3,4
132.537,-15.638,99.0,401.0,3,4
132.537,-15.138,64.0,353.0,3,4
132.537,-14.638,24.0,308.0,2,4
132.537,-14.138,46.0,266.0,2,4
132.537,-13.638,81.0,229.0,3,4
132.537,-13.138,52.0,200.0,3,4
132.537,-12.638,8.0,185.0,1,4
132.537,-12.138,60.0,185.0,3,4
132.537,-11.138,171.0,230.0,4,4
133.037,-31.638,32.0,32.0,2,2
133.037,-31.138,88.0,88.0,3,3
133.037,-30.638,144.0,143.0,4,4
133.037,-30.138,199.0,199.0,4,4
133.037,-29.638,203.0,255.0,4,4
133.037,-29.138,178.0,214.0,4,4
133.037,-28.638,140.0,162.0,4,4
133.037,-28.138,113.0,113.0,4,4
133.037,-27.638,75.0,75.0,3,3
133.037,-27.138,68.0,68.0,3,3
133.037,-26.638,99.0,99.0,3,3
133.037,-26.138,106.0,145.0,4,4
133.037,-25.638,52.0,197.0,3,4
133.037,-25.138,19.0,186.0,2,4
133.037,-24.638,65.0,141.0,3,4
133.037,-24.138,103.0,106.0,4,4
133.037,-23.638,91.0,94.0,3,3
133.037,-23.138,109.0,113.0,4,4
133.037,-22.638,71.0,151.0,3,4
133.037,-22.138,42.0,197.0,2,4
133.037,-21.638,69.0,248.0,3,4
133.037,-21.138,118.0,300.0,4,4
133.037,-20.638,132.0,353.0,4,4
133.037,-20.138,139.0,407.0,4,4
133.037,-19.638,128.0,462.0,4,4
133.037,-19.138,124.0,516.0,4,4
133.037,-18.638,92.0,566.0,3,4
133.037,-18.138,86.0,546.0,3,4
133.037,-17.638,57.0,521.0,3,4
133.037,-17.138,66.0,502.0,3,4
133.037,-16.638,42.0,488.0,2,4
133.037,-16.138,43.0,477.0,2,4
133.037,-15.638,79.0,430.0,3,4
133.037,-15.138,24.0,386.0,2,4
133.037,-14.638,32.0,345.0,2,4
133.037,-14.138,86.0,307.0,3,4
133.037,-13.638,110.0,275.0,4,4
133.037,-13.138,57.0,252.0,3,4
133.037,-12.638,23.0,240.0,2,4
133.037,-12.138,63.0,240.0,3,4
133.037,-11.638,117.0,253.0,4,4
133.537,-32.138,15.0,17.0,2,2
133.537,-31.638,55.0,56.0,3,3
133.537,-31.138,106.0,105.0,4,4
133.537,-30.638,155.0,155.0,4,4
133.537,-30.138,184.0,207.0,4,4
133.537,-29.638,152.0,260.0,4,4
133.537,-29.138,136.0,204.0,4,4
133.537,-28.638,100.0,149.0,3,4
133.537,-28.138,63.0,93.0,3,3
133.537,-27.638,38.0,38.0,2,2
133.537,-27.138,21.0,21.0,2,2
133.537,-26.638,75.0,75.0,3,3
133.537,-26.138,111.0,130.0,4,4
133.537,-25.638,62.0,186.0,3,4
133.537,-25.138,38.0,165.0,2,4
133.537,-24.638,73.0,111.0,3,4
133.537,-24.138,60.0,62.0,3,3
133.537,-23.638,36.0,39.0,2,2
133.537,-23.138,69.0,73.0,3,3
133.537,-22.638,58.0,124.0,3,4
133.537,-22.138,13.0,178.0,2,4
133.537,-21.638,56.0,232.0,3,4
133.537,-21.138,94.0,287.0,3,4
133.537,-20.638,76.0,343.0,3,4
133.537,-20.138,90.0,398.0,3,4
133.537,-19.638,72.0,454.0,3,4
133.537,-19.138,82.0,509.0,3,4
133.537,-18.638,46.0,565.0,2,4
133.537,-18.138,35.0,595.0,2,4
133.537,-17.638,9.0,573.0,1,4
133.537,-17.138,46.0,555.0,2,4
133.537,-16.638,15.0,542.0,2,4
133.537,-16.138,25.0,508.0,2,4
133.537,-15.638,76.0,464.0,3,4
133.537,-15.138,57.0,423.0,3,4
133.537,-14.638,61.0,386.0,3,4
133.537,-14.138,102.0,352.0,4,4
133.537,-13.638,133.0,325.0,4,4
133.537,-13.138,94.0,305.0,3,4
133.537,-12.638,78.0,295.0,3,4
133.537,-12.138,98.0,295.0,3,4
134.037,-32.138,39.0,39.0,2,2
134.037,-31.638,66.0,67.0,3,3
134.037,-31.138,116.0,116.0,4,4
134.037,-30.638,169.0,170.0,4,4
134.037,-30.138,148.0,224.0,4,4
134.037,-29.638,106.0,264.0,4,4
134.037,-29.138,81.0,209.0,3,4
134.037,-28.638,82.0,156.0,3,4
134.037,-28.138,26.0,104.0,2,4
134.037,-27.638,30.0,59.0,2,3
134.037,-27.138,50.0,50.0,2,2
134.037,-26.638,87.0,87.0,3,3
134.037,-26.138,138.0,138.0,4,4
134.037,-25.638,105.0,191.0,4,4
134.037,-25.138,93.0,161.0,3,4
134.037,-24.638,104.0,106.0,4,4
134.037,-24.138,50.0,52.0,2,3
134.037,-23.638,17.0,19.0,2,2
134.037,-23.138,62.0,65.0,3,3
134.037,-22.638,89.0,119.0,3,4
134.037,-22.138,69.0,175.0,3,4
134.037,-21.638,88.0,230.0,3,4
134.037,-21.138,59.0,285.0,3,4
134.037,-20.638,21.0,341.0,2,4
134.037,-20.138,56.0,397.0,3,4
134.037,-19.638,17.0,452.0,2,4
134.037,-19.138,38.0,508.0,2,4
134.037,-18.638,45.0,564.0,2,4
134.037,-18.138,34.0,619.0,2,4
134.037,-17.638,55.0,625.0,3,4
134.037,-17.138,72.0,609.0,3,4
134.037,-16.638,70.0,586.0,3,4
134.037,-16.138,75.0,543.0,3,4
134.037,-15.638,104.0,502.0,4,4
134.037,-15.138,110.0,464.0,4,4
134.037,-14.638,112.0,430.0,4,4
134.037,-14.138,139.0,400.0,4,4
134.037,-13.638,172.0,376.0,4,4
134.037,-13.138,144.0,359.0,4,4
134.037,-12.638,134.0,351.0,4,4
134.037,-12.138,146.0,351.0,4,4
134.537,-33.138,18.0,51.0,2,3
134.537,-32.638,40.0,35.0,2,2
134.537,-32.138,82.0,73.0,3,3
134.537,-31.638,109.0,109.0,4,4
