N,X,Y
WOOLWORTHS CALTEX KADINA,137.715425,-33.964874
HIGHWAY ONE BP,133.67284,-32.113892
BP KAPUNDA MAIN STREET,138.912055,-34.345713
BP RENMARK,140.73688,-34.181032
SHELL GILLMAN TRUCK PORT,138.520335,-34.837173
INDEPENDENT ADELAIDE,138.593642,-34.934438
BP PORT LINCOLN,135.866887,-34.723171
SHELL BLAKEVIEW,138.693112,-34.684887
BP WESTPORT,138.555491,-34.893706
STREAKY BAY TOURIST CENTRE,134.213834,-32.795574
MOBIL NULLARBOR,130.896022,-31.450019
CEDUNA,133.687134,-32.121355
SEATON,138.513306,-34.88241372
BP LAGANA BROS,138.890437,-34.601254
COLES EXPRESS LARGS BAY,138.499703,-34.82554
ADELAIDE FUEL DISTRIBUTORS PTY LTD,138.8601231,-35.05494103
INDEPENDENT KANGARILLA,138.657219,-35.148117
BP MAITLAND,137.668798,-34.379203
BP ON THE RUN HOLDEN HILL,138.670839,-34.846274
BARKER BP,138.8567,-35.06672
CALTEX GLADSTONE,138.346117,-33.264478
BP ON THE RUN POORAKA,138.631719,-34.828321
BROUGHTON MARINE RDD,137.9323628,-33.600575
BP COLONIAL,138.67405,-34.890234
BP ON THE RUN WEST TERRACE,138.588158,-34.925392
BP ON THE RUN CHRISTIES BEACH,138.48435,-35.139015
MOBIL ON THE RUN WELLAND,138.5573647,-34.89614215
COLES EXPRESS PORT WAKEFIELD,138.15401,-34.183211
BP ON THE RUN FULHAM,138.518015,-34.925987
CALTEX ADELAIDE,138.612565,-34.93013
BP ON THE RUN HILLCREST,138.645133,-34.864765
UNITED FERRYDEN PARK,138.557189,-34.871668
INDEPENDENT VIRGINIA,138.561,-34.669041
COLES EXPRESS ROSE PARK,138.624193,-34.930776
BP LYNDHURST STORE,138.349092,-30.28727
BP TWO WELLS,138.528797,-34.609659
BP ON THE RUN ANGLE PARK,138.564294,-34.856018
MOBIL MOUNT GAMBIER,140.75307,-37.814662
MOBIL PORT PIRIE,137.997897,-33.187553
BP MANNUM,139.302247,-34.915039
CALTEX,136.4833245,-33.70145612
BP ON THE RUN DERNANCOURT,138.680769,-34.862533
BP CONNECT MUNNO PARA,138.695247,-34.679951
INDEPENDENT STANSBURY,137.79756,-34.910163
LITTLEHAMPTON ,138.859484,-35.049478
CALTEX ALDINGA BEACH,138.460562,-35.278549
MOBIL PORT PIRIE,138.067701,-33.159828
LIBERTY NAIRNE,138.913598,-35.036451
WOOLWORTHS CALTEX BLAIR ATHOL,138.592739,-34.863468
CALTEX ROSEWATER,138.52471,-34.851904
INDEPENDENT WELLINGTON,139.38094,-35.332271
CALTEX SALISBURY PARK,138.67593,-34.758161
COLES EXPRESS NOARLUNGA,138.497519,-35.138445
CALTEX PORT PIRIE,138.020757,-33.184816
MOBIL MARLA,133.622755,-27.30391
CALTEX YUNTA,139.561358,-32.582022
BP SOUTH COAST MARINE,138.781105,-35.5054
TOYO ,138.010562,-33.194668
MOBIL DARLINGTON,138.561593,-35.024967
CALTEX KINGSCOTE,137.635761,-35.652765
GLOSSOP,140.530082,-34.271395
CALTEX LARGS BAY,138.487717,-34.83065
MOBIL ON THE RUN GLEN OSMOND,138.6437802,-34.96257492
BP ON THE RUN PHILLIP HIGHWAY,138.669289,-34.722371
TRURO,139.1290419,-34.40918486
BP ONE STOP MOUNT GAMBIER,140.791919,-37.831775
BP ON THE RUN NORWOOD,138.630069,-34.921742
MOBIL MOONTA,137.593943,-34.067883
CALTEX CLARE,138.62025,-33.852061
COLES EXPRESS HOPE VALLEY,138.701084,-34.843551
WOOLWORTHS CALTEX KENSINGTON,138.649344,-34.926785
SHELL ROADHOUSE KINGSTON,139.861716,-36.824711
MURRAY BRIDGE,139.2532615,-35.12798655
COLES EXPRESS THEBARTON,138.577612,-34.915055
BP ON THE RUN BRIGHTON,138.523505,-35.019954
MOBIL PORT KENNY,134.692321,-33.169661
CALTEX VICTOR HARBOR,138.638363,-35.538685
WOOLWORTHS CALTEX NOARLUNGA CENTRE,138.49777,-35.144332
INDEPENDENT TARLEE,138.770797,-34.27483
INDEPENDENT LOXTON,140.579537,-34.44695
UNITED MANNUM,139.298353,-34.910957
BP OVAL,139.264207,-35.123577
MOBIL KIMBA,136.415332,-33.145789
INDEPENDENT PORT HUGHES,137.545331,-34.075775
INDEPENDENT WIRRABARA,138.269591,-33.033789
CALTEX FULLARTON,138.626215,-34.956544
MOBIL MOUNT GAMBIER,140.79738,-37.836994
AMERICAN RIVER,137.773394,-35.779159
COLES EXPRESS QUEENSTOWN,138.51467,-34.86379
AMPOL BLANCHETOWN,139.626288,-34.328756
WAIKERIE,140.0042607,-34.1882405
MOBIL ON THE RUN KINGSWOOD,138.6088811,-34.9658907
CALTEX LITTLEHAMPTON,138.866127,-35.047895
WOOLWORTHS CALTEX ELIZABETH,138.670887,-34.719675
COLES EXPRESS WEST LAKES,138.492751,-34.877143
BP ON THE RUN COASTLINE,138.474931,-35.130698
BP ON THE RUN WOODVILLE PARK,138.549657,-34.881022
MOBIL PORT PIRIE,138.003634,-33.187649
COLES EXPRESS VICTOR HARBOUR,138.623129,-35.551032
WOOLWORTHS CALTEX GOLDEN GROVE,138.695346,-34.789354
WOOLWORTHS CALTEX NARACOORTE,140.741537,-36.957126
CALTEX NORTH BRIGHTON,138.521773,-35.006007
COLES EXPRESS ELIZABETH PARK,138.684813,-34.709409
INDEPENDENT KINGSTON,139.859653,-36.827946
MOBIL TUMBY BAY,136.097656,-34.375163
WOOLWORTHS CALTEX PORT LINCOLN,135.858817,-34.725056
SOUTHWAY ,140.772398,-36.308412
BP ALDGATE,138.748508,-35.010147
MOBIL ON THE RUN MARION SOUTH,138.557559,-35.00584
AMPOL CAPE JERVIS,138.107953,-35.604192
INDEPENDENT MUNDULLA,140.693584,-36.359859
MOBIL OLYMPIC DAM,136.893001,-30.484286
SHELL PADTHAWAY,140.491997,-36.601173
MOBIL COOBER PEDY,134.755189,-29.01141
WOOLWORTHS CALTEX STIRLING,138.720143,-35.007738
EASTSIDE ,139.295724,-35.112701
CALTEX NORTH ADELAIDE,138.595104,-34.904954
REDHILL,138.216296,-33.538037
MOBIL ON THE RUN LARGS BAY,138.500489,-34.825538
BP CONNECT MITCHELL PARK,138.558058,-35.002629
MOBIL KINGSCOTE,137.638725,-35.653171
ROSEWORTHY ROADHOUSE,138.750289,-34.532745
COLES EXPRESS PORT AUGUSTA METEOR ROADHOUSE,137.797683,-32.510585
BP ON THE RUN ST MARYS,138.575642,-34.997601
BP ON THE RUN CLARENCE PARK,138.590408,-34.966109
CALTEX MILLICENT,140.359595,-37.603839
COLES EXPRESS KLEMZIG,138.635374,-34.87876
AMPOL SPALDING ROADHOUSE,138.606268,-33.500845
GOLDEN GRILL,139.127453,-34.408682
INDEPENDENT PORT WAKEFIELD,138.153124,-34.182438
BP ON THE RUN KENSINGTON,138.6433205,-34.92106476
CALTEX ANGASTON,139.027621,-34.493796
BP MINER'S STORE,134.754822,-29.012607
CROUCH RURAL,138.20852,-33.353753
UNITED BLAIR ATHOL,138.592643,-34.86201
BP ON THE RUN ROSEVILLE,138.524771,-34.851343
COLES EXPRESS PORT LINCOLN,135.860176,-34.721185
CALTEX PENONG,133.009621,-31.928263
UNITED PORT WAKEFIELD,138.154026,-34.182403
BP ON THE RUN DARLINGTON,138.561003,-35.0253
KEITH SOUTHBOUND,140.3433122,-36.08710617
CALTEX STRATHALBYN,138.895125,-35.268502
UNITED FERRYDEN PARK,138.557189,-34.871668
MOBIL NORTH SHIELDS,135.863585,-34.629747
CALTEX WOOLWORTHS ABERFOYLE PARK,138.590821,-35.076659
BP ON THE RUN FLINDERS PARK,138.551669,-34.904811
WALLAROO ,137.632103,-33.929416
K S  - C A  HUNT AND SON PTY LTD,138.609068,-33.19422765
MOBIL ON THE RUN ANGLE VALE,138.6435597,-34.64783231
BP CONNECT GOLDEN GROVE,138.692105,-34.793172
WOOLWORTHS CALTEX O'HALLORAN HILL,138.559833,-35.051636
WOOLWORTHS CALTEX RENMARK,140.744855,-34.175302
INDEPENDENT BORDERTOWN,140.760159,-36.299718
PORT LINCOLN,135.871946,-34.743748
MOBIL PORT AUGUSTA,137.803992,-32.512413
MOBIL COFFIN BAY,135.471127,-34.623168
BP WILLASTON,138.742948,-34.588525
PADTHAWAY DELI,140.491549,-36.600021
INDEPENDENT BALAKLAVA,138.411719,-34.1454
COLES EXPRESS NORWOOD,138.640112,-34.915166
COLES EXPRESS REYNELLA,138.532223,-35.099413
WOOLWORTHS CALTEX VICTOR HARBOR,138.620836,-35.553865
EDITHBURGH MOTORS,137.746097,-35.087779
MOBIL LEIGH CREEK,138.407991,-30.59332
CALTEX GOOLWA,138.781169,-35.499497
INDEPENDENT HAHNDORF,138.80959,-35.028349
BP MCRITCHIE,137.525965,-33.020251
PORT AUGUSTA,137.7858272,-32.4821425
MOBIL ON THE RUN GLENSIDE,138.6339518,-34.93990071
AMPOL MIDDLETON,138.708673,-35.508205
MOBIL MOUNT GAMBIER,140.767042,-37.824328
COLES EXPRESS MOUNT GAMBIER,140.775343,-37.826374
BP CONNECT WESTBOURNE PARK,138.591743,-34.974153
CALTEX WOOLWORTHS MUNNO PARA,138.687831,-34.691494
BP LOXTON,140.5939607,-34.42751609
ON THE RUN COMMERCIAL ROAD,138.6496498,-34.76140619
BP PINNAROO,140.913793,-35.260176
CALTEX WOODCROFT,138.547559,-35.112462
NOARLUNGA DOWNS,138.487395,-35.143349
WA BORDER VILLAGE,129.003536,-31.638338
BP KINGSTON,139.862255,-36.82537
MOBIL NARACOORTE,140.7549359,-36.95270438
CALTEX PARA HILLS,138.655988,-34.799766
BP FITZROY,138.599584,-34.896405
PORT BROUGHTON ROADHOUSE,137.9330802,-33.60069279
OPAL MINERS ENTERPRISES INC,134.761533,-29.007645
WOOLWORTHS CALTEX MOUNT GAMBIER,140.786504,-37.830561
MURRAYVIEW ROADHOUSE,139.457526,-35.265645
MOBIL TINTINARA,140.050962,-35.879473
BP ON THE RUN CROYDON,138.570237,-34.889999
CALTEX COLLINSWOOD,138.616479,-34.886587
MOBIL WHYALLA,137.564924,-33.02254
BP BORDERTOWN TRUCK AND BUS,140.757348,-36.297792
EVANSTON PARK,138.7378232,-34.62270307
CALTEX MINLATON,137.5974,-34.768451
MOBIL KINGSCOTE,137.634718,-35.652074
BP ON THE RUN KILBURN,138.583522,-34.859747
COLES EXPRESS MANSFIELD PARK,138.554671,-34.850509
COLES EXPRESS ELIZABETH CITY,138.668287,-34.720882
MOBIL WUDINNA,135.459763,-33.045802
BP PORT AUGUSTA TRUCKSTOP,137.796686,-32.508717
MOBIL ON THE RUN ALDINGA,138.4841116,-35.2677825
CALTEX COOBER PEDY,134.754648,-29.015848
BP MOUNT GAMBIER,140.752105,-37.814217
COLES EXPRESS NARACOORTE,140.72973,-36.954072
ELIZABETH SOUTH,138.6480418,-34.75351808
AMPOL WILMINGTON,138.101723,-32.655735
BP ON THE RUN HYDE PARK,138.600246,-34.943011
MOBIL CLEVE,136.499781,-33.702216
MOBIL LOXTON,140.574051,-34.449626
MOBIL PADTHAWAY,140.492164,-36.601617
CALTEX WOODSIDE,138.876854,-34.950305
CALTEX GILLES PLAINS,138.660164,-34.845834
MOBIL PENNESHAW,137.9370055,-35.71751491
BP CONNECT GLENELG,138.520944,-34.985502
MOBIL PENOLA,140.836752,-37.372977
CALTEX ST AGNES,138.715573,-34.821473
MOBIL MYPOLONGA,139.347799,-35.028415
COLES EXPRESS STIRLING,138.718336,-35.006158
WUDINNA GRANITE COUNTRY ROADHOUSE,135.465213,-33.054058
BP KEITH,140.34896,-36.092778
MOBIL HAWKER,138.423212,-31.887419
WOOLWORTHS CALTEX SALISBURY DOWNS,138.62264,-34.767962
MOBIL MOUNT GAMBIER,140.813967,-37.839602
MOGAS PORT LINCOLN,135.8691398,-34.72592522
AMPOL BOOLEROO CENTRE,138.349044,-32.880889
WOOLWORTHS CALTEX GILLES PLAINS,138.654621,-34.856189
MOBIL PORT AUGUSTA,137.759411,-32.483617
AUBURN MAIN NORTH,138.686035,-34.02765438
LIBERTY TINTINARA,140.056243,-35.884432
BP GLENDAMBO TRAVEL STOP,135.750847,-30.97014
COLES EXPRESS WINDSOR GARDENS,138.655237,-34.857801
INDEPENDENT NORMANVILLE,138.318421,-35.447163
BP ON THE RUN WAYVILLE,138.589647,-34.946564
MOBIL ON THE RUN SEAVIEW DOWNS,138.533818,-35.03004
WOOLWORTHS CALTEX PORT PIRIE,138.010568,-33.180592
MOBIL ON THE RUN ADELAIDE,138.6057359,-34.93024897
CADNEY PARK,134.056581,-27.905522
CALTEX MOUNT GAMBIER,140.774624,-37.826739
INDEPENDENT MAITLAND,137.673714,-34.373286
BP GLOSSOP,140.530106,-34.270468
KEITH,140.361902,-36.105254
CALTEX WOOLWORTHS MOUNT BARKER,138.867847,-35.081131
INDEPENDENT PORT WAKEFIELD,138.153087,-34.184684
POORAKA,138.6151183,-34.82660031
WOOLWORTHS CALTEX MARION,138.5574,-35.004213
MOBIL ON THE RUN UNDERDALE,138.5494931,-34.92443616
EGLINGTON BROS,137.671169,-34.379265
MOBIL PINNAROO,140.915172,-35.260176
BARMERA ROADHOUSE,140.464615,-34.256751
AMPOL WILLUNGA,138.580475,-35.291388
INDEPENDENT TAILEM BEND,139.456839,-35.263398
BP SNOWTOWN,138.211884,-33.773286
CARLING FUEL DISTRIBUTORS PTY LTD,138.0411861,-32.34721451
BP ACKLAND GARDENS,138.56976,-34.992775
COLES EXPRESS MURRAY BRIDGE,139.268724,-35.121799
MOONTA ,137.592591,-34.068923
COLES EXPRESS DARLINGTON,138.562059,-35.024567
BP ON THE RUN KILKENNY,138.549115,-34.883385
HUNT FUELS,137.718073,-33.967043
UNITED FERRYDEN PARK,138.557189,-34.871668
MOBIL PORT LINCOLN,135.855735,-34.720043
BP ON THE RUN CAVAN,138.599315,-34.830564
CALTEX KEITH,140.3420773,-36.10526677
MOBIL BORDERTOWN,140.762479,-36.301154
WEST RICHMOND,138.5524902,-34.9362793
CALTEX MURRAY BRIDGE,139.286234,-35.111957
MOBIL WARNERTOWN,138.105531,-33.220824
BP ON THE RUN NEWTON,138.673757,-34.876577
COLES EXPRESS GOLDEN GROVE,138.697648,-34.789387
MOBIL MOUNT GAMBIER,140.788862,-37.813219
PORT AUGUSTA,137.7380508,-32.471494
BLANCHETOWN ROADHOUSE,139.602979,-34.350777
KAIN AND SHELTON AGENCIES,140.7660859,-37.81819207
ARDROSSAN ROADHOUSE,137.912654,-34.415265
CALTEX BERRI,140.607858,-34.271911
SEDAN,139.296604,-34.573036
WOOLWORTHS CALTEX SALISBURY,138.643481,-34.760429
BP PENOLA,140.836329,-37.374934
MOBIL MOUNT GAMBIER,140.787461,-37.830254
MOBIL COOBER PEDY,134.75836,-29.006982
BP ON THE RUN PARABANKS,138.639838,-34.764655
BP ON THE RUN TRANMERE,138.6576562,-34.90226513
PORT WAKEFIELD TRUCK STOP,138.154428,-34.180765
MOBIL MILLICENT,140.353214,-37.591711
MOBIL ON THE RUN ELIZABETH SOUTH,138.6496471,-34.75307429
INDEPENDENT ROBE,139.763244,-37.165818
WOOLWORTHS CALTEX WHYALLA,137.534803,-33.027778
COLES EXPRESS WEST TERRACE,138.588345,-34.929765
MOBIL ON THE RUN SEAFORD,138.477924,-35.18845
BP ON THE RUN PLYMPTON,138.555153,-34.963315
LOXTON SCHWARZ MOTOR REPAIRS,140.5795288,-34.44567871
BP YUNTA,139.561039,-32.582813
CALTEX GRANGE,138.490758,-34.900031
BP ON THE RUN HILTON,138.5692918,-34.93224578
MOBIL MOUNT GAMBIER,140.772237,-37.819599
BP ROUNDABOUT,140.569567,-34.452752
CALTEX EDWARDSTOWN,138.57377,-34.981869
DERMODY PETROLEUM PTY LTD,137.7357249,-32.46823094
BP CONNECT PROSPECT,138.593911,-34.890925
INDEPENDENT ARDROSSAN,137.918361,-34.424096
INDEPENDENT TINTINARA,140.055103,-35.882548
MOBIL TAILEM BEND,139.440161,-35.240005
CALTEX,140.7381239,-34.18238325
CALTEX WOOLWORTHS REYNELLA,138.527134,-35.104701
BP ON THE RUN BLACKWOOD,138.6168477,-35.01702774
BP ON THE RUN STEPNEY,138.6275,-34.910382
BP BUNGAMA,138.086516,-33.20071802
COLES EXPRESS BLACKWOOD,138.615468,-35.021002
CALTEX RENMARK,140.745766,-34.175983
BP YUNTA,139.560271,-32.582666
GLENDAMBO ROADHOUSE,135.749838,-30.967481
WOOLWORTHS CALTEX WEST LAKES,138.493108,-34.877933
BP ON THE RUN KURRULTA PARK,138.571109,-34.947093
CALTEX YAMBA,140.862236,-34.26093
COLES EXPRESS VALLEY VIEW WRIGHT ROAD,138.653305,-34.835644
WOOLWORTHS CALTEX PORT AUGUSTA,137.762842,-32.489362
BP NEWCASTLE WEST,151.7557992,-32.9255704
NEWMANS SERVICE CENTRE,149.2565522,-33.5280818
INDEPENDENT STROUD,151.95633,-32.390934
UNITED PETROLEUM MURRURUNDI,150.8231891,-31.7568366
AMPOL PARKES,148.1736584,-33.1332964
BP BELFIELD,151.082418,-33.902656
BP ASHFIELD,151.12688,-33.87388
AMPOL BOMBALA DEPOT,149.2408217,-36.903943
7-ELEVEN YAGOONA,151.0207726,-33.9076093
7-ELEVEN MONA VALE,151.308231,-33.676825
METRO PETROLEUM EARLWOOD,151.1276886,-33.9263841
WESTSIDE PETROLEUM GLEN INNES,151.736774,-29.743036
 INDEPENDENT KANAHOOKA,150.8145749,-34.501175
COLES EXPRESS DAPTO,150.792324,-34.496178
TASCO TUMUT ADELONG RD,148.212938,-35.29594
AMPOL WOOLWORTHS LAMBTON,151.7109683,-32.9095591
METRO PUNCHBOWL,151.045319,-33.9322003
BP LANSVALE,150.958729,-33.89373
INDEPENDENT PORT MACQUARIE,152.900581,-31.435199
INDEPENDENT SCONE,150.866228,-32.043793
METRO OLD BAR,152.5746115,-31.9668168
7-ELEVEN LIVERPOOL,150.916008,-33.918366
ENHANCE BOWRAL,150.418955,-34.476053
BUDGET PETROL EASTLAKES,151.2055689,-33.9309968
WESTSIDE PETROLEUM - YARRAMALONG,151.2790627,-33.2242692
CALTEX WOOLWORTHS BATEAU BAY,151.473789,-33.373145
MOBIL TENTERFIELD,152.018801,-29.057036
METRO FUEL WILLIAMTOWN,151.843343,-32.811621
HASTINGS CO-OP,152.735295,-31.457996
7-ELEVEN DAPTO,150.7914054,-34.4987718
BP RANDWICK,151.2421524,-33.91899
BP MASCOT,151.195476,-33.928442
UNITED PETROLEUM CASINO,153.062007,-28.860712
UNITED PETROLEUM ORANGE,149.087192,-33.280011
MOBIL LAKE ALBERT,147.3821687,-35.1667337
BP MAYS HILL,150.989313,-33.819412
CALTEX WOOLWORTHS FORBES,148.011117,-33.381408
UNITED PETROLEUM YAGOONA SOUTH,151.037146,-33.901792
UNITED PETROLEUM MAYFIELD,151.751809,-32.897243
INDEPENDENT LAURIETON,152.7978,-31.643679
7-ELEVEN NEWPORT,151.3182504,-33.6563398
CALTEX WOOLWORTHS GRANVILLE,151.0124897,-33.8462345
SHELL PEAK HILL,148.191447,-32.726476
AMPOL WOOLWORTHS WOOLLAHRA,151.2553819,-33.8896117
TOM THUMB SERVICE STATION,150.892405,-34.430039
CALTEX WOOLWORTHS KOORINGAL,147.3755366,-35.1407736
METRO FUEL GREENACRE,151.059266,-33.89598
LIBERTY BROADWATER,153.423829,-29.019977
METRO FUEL,151.1086039,-33.8075114
CALTEX WOOLWORTHS CARLINGFORD,151.027913,-33.787648
INDEPENDENT THIRLMERE,150.568557,-34.203551
METRO PETROLEUM EPPING,151.0797363,-33.7748061
METRO PETROLEUM WELLINGTON,148.9429882,-32.562399
METRO PETROLEUM BARMENDMAN,147.385764,-34.1414138
TASCO BROKEN HILL KANANDAH RD,141.432912,-31.984398
METRO ABERDEEN,150.8918147,-32.1683378
COLES EXPRESS NORTHMEAD,151.000088,-33.7774
CALTEX WISEMANS FERRY,150.98581,-33.384704
COLES EXPRESS WATERLOO,151.214387,-33.901856
COLES EXPRESS SOUTH HURSTVILLE,151.105526,-33.978745
TASCO WENTWORTH,141.917973,-34.1067925
SHELL JINDERA,146.8890032,-35.9545555
LIBERTY TENTERFIELD,152.0173699,-29.0615215
SHELL BERMAGUI,150.0759305,-36.4273415
METRO CONDELL PARK WEST,151.0137187,-33.9163328
COLES EXPRESS GREENACRE,151.066705,-33.894346
AMPOL FOODARY CROYDON,151.1157289,-33.8884725
AMPOL FOODARY MARSDEN PARK,150.8457132,-33.7161229
COLES EXPRESS NARRABEEN,151.300198,-33.700102
AMPOL MOOREBANK,150.9550957,-33.9293153
CALTEX PORT MACQUARIE,152.885319,-31.450165
METRO PETROLEUM FAIRY MEADOW,150.8946836,-34.3875256
IGA BLACKHEATH,150.285357,-33.637526
AMPOL WOOLWORTHS METRO RANDWICK,151.232031,-33.906604
SANDGATE SELF SERVE,151.7061704,-32.8650429
CALTEX DAWSON RIVER,152.5060143,-31.8930468
BUDGET CHESTER HILL,151.007145,-33.873839
BP WHITEBRIDGE,151.711883,-32.981448
EASMAN'S GILGANDRA,148.6543953,-31.7101468
AMPOL GRIFFITH,146.0630818,-34.2908767
SPEEDWAY GROSE VALE,150.6607579,-33.582253
7-ELEVEN GREENACRE,151.0418668,-33.9052467
7-ELEVEN WAHROONGA,151.116805,-33.719857
CALTEX WOOLWORTHS CHESTER HILL,150.98867,-33.866702
LIBERTY COONABARBRAN,149.2796368,-31.2715971
METRO PETROLEUM BLACKTOWN,150.9024452,-33.7638661
INDEPENDENT KEMPSEY,152.843745,-31.075256
TAYLORS CORNER,153.3952823,-28.3240043
COLES EXPRESS TAREE,152.465144,-31.910559
COLES EXPRESS BROOKVALE,151.27958,-33.76328
SPEEDWAY NORTH ST MARYS,150.780775,-33.761031
INDEPENDENT LAKE CARGELLIGO,146.372804,-33.292985
BP WALLACIA,150.640579,-33.864172
DURI FUEL STATION,150.8997264,-31.1083021
COLES EXPRESS NEUTRAL BAY,151.219571,-33.829109
BUDGET PETROL PETERSHAM,151.1490284,-33.8970975
TOOWOON BAY SERVICE STATION,151.497039,-33.360126
METRO PETROLEUM BELMORE,151.076962,-33.907933
SHELL FINLEY,145.5814881,-35.6340559
VIGNES INDEPENDENT PETROLEUM,153.10031,-30.352188
COLES EXPRESS HEATHERBRAE,151.717716,-32.798345
AMPOL GILGANDRA,148.6527967,-31.7254443
METRO MARRICKVILLE,151.168244,-33.903912
CALTEX WYOMING,151.349979,-33.409462
BP ROADHOUSE WALLABADAH,150.8268025,-31.5506501
METRO WARILLA,150.8592447,-34.5569877
LIBERTY BOAMBEE,153.069376,-30.344017
BP THURGOONA,146.9948,-36.044179
WAGGA FUEL (LEETON),146.408893,-34.55486
MOBIL GUNDAGAI,148.103433,-35.06359
BP BOLWARRA HEIGHTS,151.584574,-32.701141
HASTINGS CO-OP,152.735295,-31.457996
INDEPENDENT BONNY HILLS,152.8393,-31.590728
COLES EXPRESS NOWRA,150.602472,-34.876305
7-ELEVEN BAULKHAM HILLS,150.963514,-33.7555124
BP LAKE CARGELLIGO,146.370073,-33.299256
CALTEX WOOLWORTHS SILVERWATER,151.0485448,-33.8316714
BP ST PETERS (NSW),151.181031,-33.909968
TASCO LEETON PINE AVE,146.399232,-34.551465
CALTEX STAR MART BROKEN HILL,141.465852,-31.9553279
SHELL XROADS CRANEBROOK,150.7267128,-33.6892535
INDEPENDENT NORTH LISMORE,153.269571,-28.80163
ST MARYS,150.7673159,-33.7474573
LONG FLAT SHOP,152.4925548,-31.4361291
ENHANCE ALBION PARK,150.8032376,-34.5675942
METRO ST MARYS,150.7659511,-33.7703353
LIBERTY MORUYA,150.081623,-35.90459
METRO PETROLEUM TARRO,151.6588425,-32.8076118
BP BENNETTS GREEN,151.6849801,-32.9971536
7-ELEVEN MATRAVILLE,151.231759,-33.9594352
CALTEX WOOLWORTHS GRAFTON,152.934371,-29.692185
METRO FUEL CANTERBURY,151.115187,-33.914023
AMPOL WOOLWORTHS NEW LAMBTON,151.713774,-32.932783
INDEPENDENT DARLINGTON POINT,146.000015,-34.569056
INDEPENDENT MANDURAMA,149.072593,-33.651686
SHELL BOOLAROO,151.6363026,-32.9402117
CALTEX MATHOURA,144.902353,-35.812882
METRO PETROLEUM ROSEBERY,151.2024586,-33.9224676
INDEPENDENT STUARTS POINT,152.9936341,-30.8209487
AMPOL KOGARAH,151.14115,-33.965163
GROUP ONE HOLDINGS PTY LTD,149.3882117,-32.0165405
AMPOL WOOLWORTHS RYDALMERE,151.0371167,-33.8119597
BOLAND PETROLEUM,149.8475,-29.476258
NEMINGHA POSTOFFICE,150.990515,-31.123864
COLES EXPRESS WEST RYDE,151.085203,-33.807472
CALTEX WOOLWORTHS BROOKVALE,151.276273,-33.761653
7-ELEVEN TWEED HEADS STH,153.5454298,-28.2072162
MATILDA MUSWELLBROOK,150.886748,-32.268367
BP NAREMBURN,151.201159,-33.820024
INDEPENDENT RYLSTONE,149.970819,-32.799163
COLES EXPRESS TERRIGAL,151.433848,-33.440214
AMPOL WOOLWORTHS METRO KINGSFORD,151.237114,-33.934352
CALTEX WOOLWORTHS JERRABOMBERRA,149.200092,-35.38075
COLES EXPRESS TWEED HEADS SOUTH,153.541981,-28.194588
SUMMERS OXLEY VALE TAKEAWAY & SUPERETTE,150.895119,-31.057689
BUDGET AUBURN,151.028921,-33.857141
CALTEX WOOLWORTHS GLEN INNES,151.737848,-29.737562
INDEPENDENT TIBOOBURRA,142.010131,-29.436276
BP CONCORD,151.1053024,-33.8675406
COLES EXPRESS BOWRAL,150.417354,-34.48268
CALTEX WOOLWORTHS REDFERN,151.216086,-33.892242
BUDGET PETROL ASHFIELD,151.1253217,-33.8864781
CALTEX GRAFTON,152.9464277,-29.7119008
INDEPENDENT CAMDEN,150.7001647,-34.0537725
BRUNSWICK VILLAGE GREENS,153.5457565,-28.5535803
RIVERSIDE CO,152.51482,-32.343233
CALTEX WOOLWORTHS PARKES,148.175244,-33.133565
CALTEX EDGEWORTH,151.627821,-32.925586
COSTCO LAKE MACQUARIE (MEMBERS ONLY),151.6280542,-32.9461109
BP MITTAGONG,150.450159,-34.44999
METRO YAGOONA,151.014058,-33.906106
7-ELEVEN SANS SOUCI,151.1333852,-33.9908775
TASCO COROWA CEMETERY RD,146.369078,-35.98942
ENHANCE KIAMA,150.8532894,-34.668042
METRO FUEL KOGARAH,151.1368205,-33.9769227
CALTEX WOOLWORTHS BASS HILL,150.999178,-33.901064
COLES EXPRESS PENNANT HILLS,151.068059,-33.739291
BELLBROOK HOTEL & GENERAL STORE,152.5086608,-30.8181869
COLES EXPRESS SALAMANDER BAY,152.10681,-32.737565
BP HOXTON PARK,150.848727,-33.922918
MOBIL YASS,148.9102909,-34.8404501
BP BULAHDELAH,152.210591,-32.409727
JACK & CO LANE COVE,151.1543531,-33.814598
CALTEX BERRIGAN,145.8164423,-35.6643908
AMPOL BELROSE,151.221102,-33.734678
GILGAI GENERAL STORE,151.1167631,-29.853559
