N,X,Y
INDEPENDENT ORBOST,148.45587,-37.704834
WEST BRUNSWICK,144.9431371,-37.7659401
SAFEWAY CALTEX ALTONA MEADOWS,144.77729,-37.871138
COLES EXPRESS GARDENVALE,145.005546,-37.896323
COLES EXPRESS HAMPTON PARK,145.252556,-38.041877
CALTEX BRIGHT,146.959742,-36.727756
COLES EXPRESS DEBORAH REEF,144.267603,-36.765646
COLES EXPRESS PLEASANT CORNER,143.839318,-37.560362
BP MCNEIL,142.479879,-38.376809
SAFEWAY CALTEX MELTON,144.56767,-37.684996
SHELL BROWN HILL,143.902531,-37.551893
CALTEX PORT FAIRY,142.229699,-38.380983
BP BIG PINE,145.122263,-38.139607
CHISHOLM PETROLEUM,144.3653323,-38.07904345
BP MIDVALE,145.134673,-37.919657
BP WHITEHALL,144.903585,-37.804706
CALTEX GUNBOWER,144.369562,-35.955659
COLES EXPRESS BUNKER HILL,144.944824,-37.540615
SAFEWAY CALTEX EPPING,145.021082,-37.654642
RICHARDS ,146.458274,-36.0529
THOMASTOWN NORTH,144.9989471,-37.6783631
MOBIL HAMILTON,142.0096819,-37.75688761
MOBIL MANANGATANG,142.88232,-35.053792
MOBIL WARRACKNABEAL,142.39463,-36.253016
CALTEX WANGARATTA,146.31437,-36.365475
BP DINGLEY VILLAGE,145.108661,-37.986037
UNKNOWN,145.224079,-37.971436
SANDRINGHAM,145.0211411,-37.9536231
KEYSBOROUGH,145.1492991,-37.9909461
CALTEX BRIDGEWATER ON LODDON,143.937413,-36.598901
MOBIL TRAFALGAR,146.151179,-38.20848
CALTEX DEER PARK,144.775276,-37.769763
SAFEWAY CALTEX OCEAN GROVE,144.548895,-38.25881
FOOTSCRAY WEST,144.8674251,-37.8112781
YINNAR MOTORS,146.327698,-38.322821
SAFEWAY CALTEX SUNSHINE,144.829735,-37.781368
BP ROCKBANK TRUCKSTOP,144.68035,-37.739011
CALTEX MILDURA,142.1481308,-34.17987155
BP SOUTH CRANBOURNE,145.264251,-38.110405
BP CONNECT CLARENDON,144.957637,-37.827586
CRANBOURNE,145.2762331,-38.0805851
UNITED HAMPTON PARK,145.266898,-38.034992
BP ELMORE,144.6073698,-36.49677357
MURRAY RIVER CARAVAN PARK,143.147923,-34.715409
SAFEWAY CALTEX HORSHAM,142.195034,-36.71703
GLEN WAVERLEY,145.1461381,-37.8864621
CALTEX WANDONG,145.026398,-37.360334
SAFEWAY CALTEX NIDDRIE,144.893706,-37.738114
BP OUYEN,142.3186,-35.069503
SUNSHINE,144.8337991,-37.7779301
MITCHAM,145.1888715,-37.8167048
CALTEX TONGALA,144.947723,-36.249971
CAULFIELD,145.0223061,-37.8864001
INDEPENDENT HEATHCOTE,144.716106,-36.932109
BP RIO MOTORS,144.994455,-37.75591
MOBIL ARARAT,142.925398,-37.278181
ST ALBANS,144.7812081,-37.7347131
BP LONGWARRY OUTBOUND,145.77482,-38.08524
COLES EXPRESS GREENSBOROUGH,145.107065,-37.701804
HORSHAM,142.1999839,-36.71910713
CALTEX WERRIBEE,144.631357,-37.927282
BP KORRUMBURRA,145.821066,-38.4297
DANDENONG,145.2203941,-37.9852151
KEYSBOROUGH,145.1760161,-37.9942511
BP MINYIP,142.588423,-36.458513
KMART TYRE & AUTO ALTONA,144.848572,-37.82723
NOBLE PARK,145.1727781,-37.9651601
COLES EXPRESS EAST MELBOURNE,144.990526,-37.813073
NEWCOMB,144.4019601,-38.1736941
CALTEX BAIRNSDALE,147.599682,-37.835982
BP DANDENONG,145.206409,-37.97831
"ROYAL MELBOURNE
",144.9549961,-37.8001421
CALTEX FRANKSTON NORTH,145.136631,-38.126246
ENDEAVOUR HILLS,145.2426151,-37.9736351
COLES EXPRESS CLAYTON,145.143036,-37.923732
AMPOL CARISBROOK,143.821611,-37.045047
BALLARAT TAXIS,143.858546,-37.541173
CALTEX SHEPPARTON,145.399327,-36.38284
BP VICTORIA STREET,144.347053,-38.122159
CALTEX RESERVOIR,145.000785,-37.716053
COLES EXPRESS LILYDALE,145.364812,-37.753062
MOBIL ST ARNAUD,143.263138,-36.631701
NARRE WARREN,145.3057031,-38.0359631
KEILOR EAST,144.8619101,-37.7487141
CALTEX TERANG,142.920797,-38.240851
CALTEX BURWOOD,145.118494,-37.850099
CALTEX BERRIWILLOCK,142.999216,-35.638029
GEELONG SOUTH,144.3517761,-38.1537521
COLES EXPRESS RESERVOIR,145.012488,-37.716999
COLES EXPRESS ST ALBANS,144.779854,-37.742352
MOBIL HEIDELBERG,145.056492,-37.752844
GOLDEN SQUARE,144.27009,-36.774681
COLES EXPRESS GEELONG NORTH,144.354386,-38.11728
BP MONTROSE,145.33692,-37.811545
MOBIL COBRAM,145.646066,-35.923747
CALTEX COBURG,144.964994,-37.752131
TEMPLESTOWE,145.1302281,-37.7555291
INDEPENDENT KOROIT,142.36548,-38.291793
BLACKBURN NORTH,145.1520391,-37.8106451
CALTEX NORTHCOTE,144.997293,-37.776255
BP SOUTHVALE,144.948058,-37.739681
CALTEX STAWELL,142.777567,-37.057566
SAFEWAY CALTEX FRANKSTON NORTH,145.176234,-38.141655
HOLTS SWAN HILL,143.559052,-35.33607
BP EAST PRAHRAN,145.006818,-37.853435
BP LONGWARRY INBOUND,145.779626,-38.088339
CALTEX DANDENONG SOUTH,145.2447964,-38.03110774
SAFEWAY CALTEX SUNSHINE NORTH,144.839762,-37.778568
J & D AUTOMOTIVE,143.345264,-37.953546
BP EPSOM,144.313906,-36.716922
MOBIL ROMSEY,144.743081,-37.357164
CALTEX GREENVALE,144.881352,-37.64036
INDEPENDENT TOOLERN VALE,144.595104,-37.607441
MOBIL MOUNT BEAUTY,147.168099,-36.742646
COLES EXPRESS BAIRNSDALE,147.626648,-37.827393
CALTEX,143.5578773,-35.3326199
THOMASTOWN,145.0040894,-37.69378662
COLES EXPRESS WANGARATTA,146.331491,-36.352117
CRANBOURNE NORTH,145.2717841,-38.0743511
CALTEX YARRAVILLE,144.896879,-37.814016
ROWVILLE,145.2340801,-37.9276881
DONVALE,145.1802221,-37.7971611
NIDDRIE,144.8920211,-37.7375441
PARS GARAGE,145.306817,-37.850376
COLES EXPRESS LAVERTON,144.762155,-37.869279
BP WINCHELSEA,144.002912,-38.235039
SAFEWAY CALTEX SOMERVILLE,145.171607,-38.22355
CALTEX EUROA,145.568083,-36.757109
COLES EXPRESS BENTLEIGH EAST,145.059687,-37.916083
COLES EXPRESS MOOROOPNA,145.353675,-36.384142
CALTEX MOOROOPNA,145.362326,-36.393714
CALTEX HEALESVILLE,145.523422,-37.650716
YARRAVILLE,144.8830951,-37.8131481
BP EXPRESS GOLF LINKS ROAD,145.137645,-38.165291
CALTEX KYABRAM,145.036338,-36.307407
HALLAM,145.2727571,-38.0113461
ST ALBANS NORTH,144.8207075,-37.74648157
SAFEWAY CALTEX COBURG,144.966651,-37.738956
WAVERLEY GARDENS,145.1879881,-37.9366881
BP  MULGRAVE,145.159459,-37.918032
BP  OAKLEIGH,145.085646,-37.908144
COLES EXPRESS HEATHERTON ROAD,145.310846,-37.98216
COLES EXPRESS BERWICK SOUTH,145.338478,-38.061498
ST KILDA,144.9849481,-37.8607821
SAFEWAY CALTEX WAURN PONDS,144.321454,-38.199952
BLACKBURN SOUTH,145.1366141,-37.8306641
COLES EXPRESS CHELTENHAM,145.074506,-37.968091
COLES EXPRESS DANDENONG,145.208319,-37.990908
MORNINGTON,145.0463731,-38.2314561
HEIDELBERG,145.0692861,-37.7568571
BP MOOROOPNA MCLEANNAN STREET,145.357455,-36.395394
COLES EXPRESS HORSHAM,142.198875,-36.711366
CALTEX BENDIGO,144.298865,-36.758126
ENDEAVOUR HILLS,145.262085,-37.97509766
BP LORNE,143.974907,-38.538783
CALTEX BENDIGO,144.273166,-36.761439
BP  GLADSTONE PARK,144.885909,-37.689258
BP  NORTH FITZROY,144.984577,-37.782108
CALTEX ECHUCA,144.730636,-36.144624
HALLS GAP,142.519493,-37.140178
SAFEWAY CALTEX KILSYTH,145.311165,-37.802528
BP WARRNAMBOOL,142.534145,-38.385466
COLES EXPRESS WOOLPAK,144.292162,-36.756937
CALTEX HORSHAM,142.204505,-36.732816
CALTEX DANDENONG,145.203614,-37.974663
SAFEWAY CALTEX ALTONA NORTH,144.848194,-37.826771
QUEEN BEE ROADHOUSE,142.318359,-35.061205
CALTEX SAFEWAY KEW,145.035759,-37.795297
BP EDITHVALE,145.10681,-38.034379
SAFEWAY CALTEX KARINGAL,145.165406,-38.15158
GEELONG,144.3674331,-38.1519741
SAFEWAY CALTEX NORLANE,144.336016,-38.090015
ALTONA,144.8446351,-37.8494991
OFFICER INBOUND,145.3896586,-38.07305794
MOBIL ESSENDON,144.895082,-37.738052
CALTEX FAWKNER,144.95989,-37.70417
SAFEWAY CALTEX COBRAM,145.644824,-35.921467
SAFEWAY CALTEX LANGWARRIN,145.20909,-38.142341
SAFEWAY CALTEX TAYLORS LAKE,144.775327,-37.696638
BP HORSHAM,142.198038,-36.710984
SAFEWAY CALTEX BENALLA,145.988426,-36.550121
MITCHAM,145.1887207,-37.80371094
CALTEX MANSFIELD,146.093005,-37.053246
BP BULLA,144.805456,-37.63706
COLES EXPRESS CARLTON,144.96781,-37.797449
BP HAMILTON,142.022144,-37.742201
WILLIAMSTOWN NORTH,144.8879921,-37.8575071
MOBIL TRAFALGAR,146.151179,-38.20848
BP TARNEIT,144.689097,-37.847928
COLES EXPRESS HALLAM,145.271069,-38.005429
COLES EXPRESS HAMILTON,142.020814,-37.741505
BAYSWATER EAST,145.2864821,-37.8380151
BACCHUS MARSH,144.4259741,-37.6715481
BURNLEY,145.0092891,-37.8267681
BP WYCHEPROOF,143.226118,-36.073013
SAFEWAY CALTEX CHIRNSIDE PARK,145.310854,-37.758968
CALTEX EPPING,145.012214,-37.65007
CALTEX LAKES ENTRANCE,147.987742,-37.880385
BP  DONCASTER,145.146697,-37.787609
APEX ,143.254112,-36.6119
CORIO,144.3580231,-38.0744691
SAFEWAY CALTEX SOUTH MORANG,145.081512,-37.655876
CALTEX SPRINGVALE,145.152909,-37.946763
HAWTHORN,145.0411001,-37.8153671
MOBIL MIRBOO NORTH,146.161058,-38.401562
CALTEX GEELONG WEST,144.337883,-38.130799
UNITED MILDURA,142.15038,-34.218904
CALTEX MELTON,144.606686,-37.683769
MELTON,144.5674051,-37.6865831
COLES EXPRESS WARRIGAL ROAD,145.077899,-37.951139
BP ESSENDON,144.912028,-37.746377
KEILOR PARK,144.8518466,-37.72515584
CASTLEMAINE TYRE SERVICE,144.217653,-37.062789
BP GROVEDALE,144.343475,-38.192502
HAMPTON PARK,145.2807381,-38.0303461
WERRIGAR MOTEL,142.40173,-36.252936
CALTEX,145.9950992,-36.02929101
COLES EXPRESS FITZROY,144.978735,-37.792865
COLES EXPRESS BUNDOORA,145.06228,-37.692016
BP CONNECT THE TULLA,144.853905,-37.670743
THE MERTON GENERAL STORE,145.710474,-36.977347
SAFEWAY CALTEX WALLAN,144.978842,-37.412776
PORT MELBOURNE,144.9493141,-37.8343521
BP  CROYDON,145.284142,-37.799234
ALTONA NORTH,144.8253174,-37.83892822
MOBIL PORT MELBOURNE,144.946441,-37.835092
COLES EXPRESS BELMONT,144.352117,-38.177147
COLES EXPRESS RINGWOOD,145.239389,-37.810869
BP MOOROOPNA,145.35635,-36.387431
MOBIL TRARALGON,146.534609,-38.198799
CALTEX GOLDEN SQUARE,144.249745,-36.779919
BP DONALD,142.9847224,-36.37212454
TOP END SERVO,144.218908,-37.055284
CALTEX RED CLIFFS,142.186781,-34.306785
TAYLORS LAKES,144.8012681,-37.7027481
SAFEWAY CALTEX WENDOUREE,143.824972,-37.53983
CHIRNSIDE PARK,145.3125141,-37.7601721
BP MOONEE PONDS,144.92004,-37.759996
CALTEX FITZROY NORTH,144.984563,-37.782756
MOBIL TAYLORS LAKES,144.780471,-37.697723
MYRTLEFORD ,146.729351,-36.56653
BP EAST GEELONG,144.425398,-38.168484
CALTEX WANGARATTA,146.324252,-36.353508
J CHISHOLM PTY LTD,143.584133,-38.34439062
COLES EXPRESS BLACKBURN,145.139177,-37.819205
COLES EXPRESS AUBURNDALE,145.042233,-37.829389
EPPING,145.0299181,-37.6603751
SAFEWAY CALTEX MURRUMBEENA,145.067213,-37.906982
COLES EXPRESS CRAIGIEBURN,144.938394,-37.598295
CALTEX SHEPPARTON,145.402623,-36.356059
BP CONNECT ELTHAM,145.16054,-37.704147
BP WAURN PONDS,144.310277,-38.201853
CALTEX SAFEWAY SANDRINGHAM,145.001568,-37.944741
MOBIL SERPENTINE,143.975197,-36.412461
RANGEWAY ,144.711517,-36.925443
BP  BURWOOD EAST,145.1517016,-37.85215954
SAFEWAY CALTEX PRESTON SOUTH,145.002472,-37.751652
NORTH MELBOURNE,144.941102,-37.789056
KILSYTH,145.3171151,-37.8174781
ML WILLIAMS,142.423174,-35.934991
BP KYNETON,144.455693,-37.250136
WERRIBEE,144.6606221,-37.9034701
CALTEX CHELTENHAM NORTH,145.076276,-37.954379
SAFEWAY CALTEX CRANBOURNE,145.278834,-38.085818
CHARLTON,143.3531399,-36.27090545
COLES EXPRESS HAMPTON,145.024346,-37.936911
OFFICER EAST,145.416701,-38.062237
BP  - WARRNAMBOOL,142.4597636,-38.37153691
BP  PRAHRAN,145.002877,-37.848331
SAFEWAY CALTEX SEYMOUR,145.128877,-37.019895
COLES EXPRESS BENALLA,145.970777,-36.556443
COLES EXPRESS COLAC,143.610476,-38.335298
BP WIMMERA BRIDGE,142.20459,-36.722353
COLES EXPRESS EMERALD,145.43949,-37.932478
PITT STOP,144.8700015,-37.84086993
FAIRFIELD,145.0196201,-37.77156647
CHISHOLM PETROLEUM,144.36629,-38.078053
MURRUMBEENA,145.0651437,-37.90722467
CALTEX MANSFIELD,146.090878,-37.052878
STRATHMORE,144.9102141,-37.7436211
COLES EXPRESS KEILOR,144.837259,-37.720216
BP PITSTOP,144.514544,-38.266502
CALTEX DUNKELD,142.344304,-37.649924
MOBIL BALLARAT,143.8106593,-37.57021539
WODONGA,146.893859,-36.117573
EAST END SERVO,144.247838,-37.077983
FRANKSTON,145.1358971,-38.1471841
COLES EXPRESS ROSANNA,145.066955,-37.742182
CALTEX KEALBA,144.832281,-37.74849
SAFEWAY CALTEX FRANKSTON NORTH,145.176234,-38.141655
BP STRATHDALE,144.304379,-36.77267
FIVE WAYS,145.3186641,-38.1589641
"CROYDON
",145.3082701,-37.8021021
MOBIL WARRNAMBOOL,142.483583,-38.380251
CALTEX PAKENHAM,145.506363,-38.064862
COLES EXPRESS BERWICK,145.343298,-38.031362
TULLAMARINE,144.8799651,-37.6986041
SAFEWAY CALTEX WARRNAMBOOL,142.480351,-38.377285
CALTEX BROADMEADOWS,144.940838,-37.665574
COLES EXPRESS BRUNSWICK,144.971364,-37.772095
BP OBAN ROAD,145.253787,-37.798685
CALTEX ASCOT VALE,144.916599,-37.782218
CALTEX BALLARAT,143.8156448,-37.57071794
KINGLAKE,145.34013,-37.532308
CALTEX ARARAT,142.927388,-37.281952
HAWTHORN,145.0371551,-37.8149811
SAFEWAY CALTEX GEELONG NORTH,144.341437,-38.122258
COLES EXPRESS GLENVERN,145.029713,-37.851842
BP HEATHMONT,145.261292,-37.827319
BUNINYONG ,143.884673,-37.649423
SAFEWAY CALTEX NORTHCOTE,145.009261,-37.783604
BP EAGLEHAWK,144.251457,-36.717877
CAROLINE SPRINGS,144.7410711,-37.7291201
SAFEWAY CALTEX KINGSBURY,145.038881,-37.718928
COLES EXPRESS FOREST HILL,145.171999,-37.840837
BP GUNNS GULLY,146.283238,-38.187074
INDEPENDENT SALE,147.067867,-38.110056
MOONEE PONDS,144.9273851,-37.7732061
SANDOWN,145.1725121,-37.9480261
CALTEX CAMPBELLFIELD,144.955483,-37.667639
CALTEX MILDURA,142.130819,-34.202641
BLACKBURN SOUTH,145.1345215,-37.84130859
BP CHIRNSIDE PARK,145.305106,-37.764625
MOBIL NHILL,141.675219,-36.334786
SAFEWAY CALTEX PAKENHAM,145.480101,-38.07655
CALTEX BENALLA,145.995238,-36.54871
MOBIL LANGWARRIN,145.171275,-38.15595
ASPENDALE,145.1302261,-38.0279281
TRARALGON,146.5362484,-38.20085296
CALTEX BALMORAL,141.842114,-37.248139
BP LEOPOLD,144.457818,-38.18812
COLES EXPRESS TARNEIT,144.705673,-37.849951
CALTEX NEWTOWN,144.333433,-38.157924
SAFEWAY CALTEX GEELONG WEST,144.336925,-38.136656
KMART TYRE & AUTO BLACKBURN,145.14096,-37.808873
CALTEX HAWTHORN,145.023042,-37.813261
CALTEX RESERVOIR,145.008051,-37.711707
CALTEX SAFEWAY NARRE WARREN,145.301654,-38.021766
EPPING,145.0242341,-37.6600121
SAFEWAY CALTEX CLARINDA,145.102076,-37.940936
OFFICER OUTBOUND,145.3871037,-38.07009118
MURRAY GOULBURN MAFFRA,146.97808,-37.97125
BROADFORD,145.056165,-37.202496
INDEPENDENT LITTLE RIVER,144.507455,-37.962238
COLES EXPRESS GEELONG,144.354113,-38.160875
CALTEX RINGWOOD EAST,145.241146,-37.812075
PASCOE VALE,144.9239661,-37.7281651
BP EAST MALVERN,145.047957,-37.875694
SAFEWAY CALTEX TORQUAY,144.317254,-38.330644
BP COLAC,143.5901882,-38.33917699
HAWTHORN,145.0347591,-37.8242871
AMPOL HAMILTON,142.026481,-37.744748
SAFEWAY CALTEX CHELSEA,145.117496,-38.05655
AMPOL WENDOUREE,143.824929,-37.526958
BP CONNECT BAYSIDE GATEWAY,145.00715,-37.90062
SAFEWAY CALTEX MORNINGTON,145.042891,-38.227079
FAIRFIELD,145.0325821,-37.7802721
EPSOM NORTH BOUND,144.311865,-36.720911
CALTEX ECHUCA,144.748129,-36.126909
COLES EXPRESS DONCASTER,145.119615,-37.787844
SHELL MORWELL,146.395998,-38.235707
CALTEX SHEPPARTON,145.4287726,-36.36510837
COLES EXPRESS WARRNAMBOOL,142.45689,-38.362228
MILL PARK,145.0535051,-37.6620421
WANTIRNA SOUTH,145.2150371,-37.8763751
SOUTH YARRA,144.9857031,-37.8438921
MOBIL YARRAVILLE,144.892486,-37.811975
SAFEWAY CALTEX BAYSWATER NORTH,145.288173,-37.824061
ROSEBUD,144.9012501,-38.3570061
GREAT WESTERN,142.8556136,-37.15277511
BP  SWAN STREET,145.000117,-37.826122
BP  THOMASTOWN - HIGH STREET,145.0129581,-37.68387484
CALTEX FRANKSTON,145.115047,-38.150161
CALTEX SAFEWAY SOUTH MELBOURNE,144.966137,-37.832319
BP ECHUCA,144.732454,-36.14021
CALTEX DIAMOND CREEK,145.162973,-37.674319
NARRE WARREN NORTH,145.2791138,-37.97790527
BP  BOX HILL,145.116828,-37.816802
CALTEX ROCHESTER,144.709323,-36.358159
ECHUCA OPT,144.755816,-36.139642
CALTEX FOOTSCRAY,144.890109,-37.786697
WINSTON LODGE,142.768959,-37.067919
CLARINDA,145.1009651,-37.9265791
COLES EXPRESS COLLINGWOOD,144.986323,-37.794411
BP HARTWELL,145.081968,-37.848502
CROYDON HILLS,145.2677391,-37.7830881
ST ALBANS,144.8035998,-37.74864823
INDEPENDENT BACCHUS MARSH,144.441489,-37.65939
CALTEX MILDURA,142.158438,-34.187209
MURRUMBEENA,145.0756836,-37.89862061
COLES EXPRESS HIGHTON,144.327438,-38.169263
MOBIL MERIBEIN SOUTH,142.026025,-34.215307
COLES EXPRESS WAIKERIE,139.985154,-34.178702
CALTEX WOOLWORTHS KESWICK,138.571478,-34.942488
MOBIL STREAKY BAY,134.209604,-32.79688
BP ON THE RUN ALBERTON,138.513207,-34.859247
WOOLWORTHS CALTEX SOMERTON PARK,138.521376,-34.991272
MOBIL NARACOORTE,140.740426,-36.961674
UNITED KADINA,137.714905,-33.964859
AMPOL CLARE,138.613818,-33.835736
CALTEX MOUNT GAMBIER,140.781979,-37.825171
POINT TURTON GENERAL STORE,137.353638,-34.94677
BP COONALPYN,139.8552096,-35.693417
BP BERRI,140.602255,-34.287421
WOOLWORTHS CALTEX MURRAY BRIDGE,139.273682,-35.120453
BP ON THE RUN BROADVIEW,138.618515,-34.868587
INDEPENDENT COWELL,136.922288,-33.683104
BP ROXBY DOWNS,136.8937159,-30.55360949
BP MAWSON LAKES,138.605616,-34.801812
KADINA,137.7174261,-33.96911241
DARLINGTON,138.557309,-35.029691
INDEPENDENT PORT AUGUSTA,137.760253,-32.482321
BP VICTOR HARBOR,138.639479,-35.536884
MOBIL STIRLING NORTH,137.842573,-32.517441
CALTEX WINGFIELD,138.56389,-34.847017
COLES EXPRESS HECTORVILLE,138.673835,-34.888976
MOBIL ON THE RUN HARBOURTOWN,138.517497,-34.94584667
CALTEX CLEARVIEW,138.600863,-34.853621
COLES EXPRESS FINDON,138.532965,-34.905073
BP CONNECT GLENUNGA,138.635606,-34.952708
BP ON THE RUN SHANDON,138.514072,-34.902017
BP SURREY DOWNS,138.702321,-34.804927
BP ON THE RUN WEST BEACH,138.501377,-34.937322
BP NURIOOTPA,138.995148,-34.476637
MOBIL ON THE RUN KENT TOWN,138.6224651,-34.91611012
BP CONNECT BELAIR,138.62327,-34.998263
SHELL PENOLA ROADHOUSE,140.836251,-37.375667
INDEPENDENT BEACHPORT,140.013395,-37.480927
MOBIL ON THE RUN SHEIDOW PARK,138.5224344,-35.07568479
TINTY AUTO,140.053931,-35.881681
COLES EXPRESS CEDUNA,133.677617,-32.125957
STRATHALBYN,138.89411,-35.26019406
BP BLAIR ATHOL,138.600605,-34.861512
CALTEX WOOLWORTHS PROSPECT,138.602142,-34.880967
INDEPENDENT PORT MACDONNELL,140.701784,-38.052455
BP LINDEN PARK,138.6503984,-34.93905045
MOBIL WUDINNA,135.464317,-33.053318
MOBIL ON THE RUN HILLTOP,138.6657099,-34.85288681
ATHOL PARK OPT,138.5408385,-34.85244956
BP EXPRESS MODBURY,138.68197,-34.834122
BP GAWLER,138.748956,-34.601833
BURRA ROADHOUSE,138.937665,-33.683256
WINGFIELD,138.5711119,-34.84881711
MOBIL ON THE RUN SMITHFIELD,138.693957,-34.681696
INDEPENDENT CEDUNA,133.676177,-32.125323
BP HAWKER,138.423743,-31.889833
BP ON THE RUN WOODVILLE WEST,138.529025,-34.877365
BP ST PETERS,138.624751,-34.912746
MOBIL TUMBY BAY,136.100089,-34.374847
BP PORT PIRIE,137.997277,-33.198385
BP WALLAROO,137.631805,-33.934726
CALTEX MENINGIE,139.336939,-35.689278
CALTEX GLENELG NORTH,138.528508,-34.975533
MOBIL ARNO BAY,136.568575,-33.911717
BP CRYSTAL BROOK EYRE ROAD,138.2060763,-33.34973698
MOBIL ON THE RUN EVANSTON PARK,138.73916,-34.622596
WOOLWORTHS CALTEX CAMDEN PARK,138.537002,-34.960915
MOBIL NARACOORTE,140.730322,-36.953789
COLES EXPRESS HALLETT COVE,138.51803,-35.077544
BP EXPRESS O'HALLORAN HILL,138.554622,-35.071035
CALTEX TANUNDA,138.975656,-34.511488
CALTEX WILLUNGA,138.554364,-35.269689
BP PARAFIELD GARDENS,138.61616,-34.791253
MOBIL ROBE,139.765188,-37.16559
WOOLWORTHS CALTEX EDEN HILLS,138.603784,-35.026601
MOBIL ON THE RUN GREENACRES,138.6375061,-34.87045251
COLES EXPRESS PARAFIELD GARDENS,138.617898,-34.788149
BP CLARE,138.608636,-33.830019
COLES EXPRESS HAWTHORN,138.60882,-34.972482
CALTEX PORT LINCOLN,135.855118,-34.719686
MOBIL ON THE RUN HILLBANK,138.676887,-34.742668
BP KAPUNDA,138.917042,-34.339093
KAIN & SHELTON PTY LTD,140.757211,-36.952404
M & G AUTOMOTIVES,137.398726,-34.989734
CEDUNA FUEL & TYRES,133.677094,-32.126112
WOOLWORTHS CALTEX WINDSOR GARDENS,138.64392,-34.866439
CALTEX FULHAM GARDENS,138.513418,-34.915144
BP DUBLIN,138.353553,-34.452453
BP KADINA,137.713661,-33.964525
BP ON THE RUN HAZELWOOD PARK,138.659496,-34.933309
CALTEX BORDERTOWN,140.7725918,-36.30802842
CALTEX STEPNEY,138.630984,-34.915021
CALTEX PETERBOROUGH,138.840832,-32.973235
COLES EXPRESS MCLAREN VALE,138.535143,-35.213688
COLES EXPRESS GAWLER,138.749031,-34.603259
BP SOUTHBRIDGE,138.61418,-33.836286
BURRA MOTOR COMPANY,138.939693,-33.68205
INDEPENDENT YANKALILLA,138.345442,-35.456849
COLES EXPRESS SALISBURY EAST,138.647718,-34.791775
BP ON THE RUN PASADENA,138.591046,-35.000951
BP CONNECT PARALOWIE,138.59324,-34.7625
BRIDGESTONE ,138.6022583,-33.2063921
CALTEX JAMESTOWN,138.603339,-33.203107
MOBIL CLARE,138.614464,-33.836667
BP ON THE RUN EVANDALE,138.639339,-34.904074
LIBERTY KLEMZIG,138.634628,-34.87876
COLES EXPRESS PORT AUGUSTA WEST,137.755626,-32.480867
CALTEX WOOLWORTHS MODBURY,138.691929,-34.828186
MOBIL ON THE RUN KENSINGTON GARDENS,138.6585637,-34.91418474
MOBIL ON THE RUN PARA HILLS,138.6431729,-34.81398309
MOBIL ON THE RUN SOUTH PLYMPTON,138.5554007,-34.96854919
BP CRAFERS,138.703924,-34.997155
COLES EXPRESS TAILEM BEND,139.453116,-35.253735
CALTEX MILLICENT,140.365453,-37.608603
CALTEX TARPEENA,140.796618,-37.624965
BP CONNECT SOUTHERN,138.522974,-35.124331
WOOLWORTHS CALTEX FELIXSTOW,138.654039,-34.890113
MOBIL MURRAY BRIDGE,139.280596,-35.131119
MOBIL ON THE RUN MORPHETT VALE,138.523851,-35.123822
CALTEX WOOLWORTHS POORAKA,138.617493,-34.823946
BP ON THE RUN DAVOREN PARK,138.665636,-34.697696
CALTEX WOOLWORTHS CAMPBELLTOWN,138.659257,-34.88574
BP ON THE RUN ERINDALE,138.663546,-34.926015
CALTEX PARALOWIE,138.63185,-34.75673
BP MILLICENT,140.360207,-37.604878
MOBIL PORT LINCOLN,135.85501,-34.732913
MOBIL ON THE RUN PARAFIELD,138.645019,-34.790975
BP EXPRESS MAGILL ROAD,138.640828,-34.914425
WOOLWORTHS CALTEX HACKNEY,138.615229,-34.918371
HENLEY BEACH,138.4973204,-34.92511105
YORKETOWN TYRES PTY LTD,137.605999,-35.019789
COLES EXPRESS MODBURY NORTH,138.671849,-34.828754
CALTEX BOLIVAR,138.591051,-34.759631
INDEPENDENT BIRDWOOD,138.966416,-34.8178
INDEPENDENT MORGAN,139.666258,-34.03331
BP CONNECT SALISBURY,138.651079,-34.768667
CALTEX ST MARYS,138.575319,-34.994462
TAILEM BEND ,139.449221,-35.250773
CALTEX WOOLWORTHS CUMBERLAND PARK,138.582187,-34.967064
UNITED BARMERA,140.466449,-34.257334
COLES EXPRESS FAIRVIEW PARK,138.717782,-34.803223
BP CONNECT ELIZABETH VALE,138.675667,-34.741996
INDEPENDENT STREAKY BAY,134.210822,-32.796609
BP PORT PIRIE ELLEN STREET,138.011348,-33.180273
SHELL BAY ROAD,140.778326,-37.832397
WOOLWORTHS CALTEX WOODVILLE,138.534237,-34.879467
COLES EXPRESS WHYALLA,137.567649,-33.029507
PORT VINCENT ,137.859691,-34.7785
WOOLWORTHS CALTEX MITCHAM,138.609689,-34.976143
MOBIL ON THE RUN GULFVIEW,138.4852341,-35.12969863
BP ON THE RUN ATHELSTONE,138.700376,-34.871752
BP CRAFERS,138.703924,-34.997155
BP WINGFIELD TRUCKSTOP,138.569875,-34.84875
CALTEX PORT AUGUSTA,137.778774,-32.500019
MOBIL ON THE RUN SALISBURY DOWNS,138.6270569,-34.77915684
BP BLAKEVIEW,138.70173,-34.670443
BP CONNECT MILE END,138.569387,-34.924227
D SMITH AND SONS,138.6802972,-34.91255257
INDEPENDENT COWELL,136.922288,-33.683104
MOBIL KINGSTON,139.864237,-36.822276
